Word  actual_tag  prediction

In  O  O
contrast  O  O
to  O  O
the  O  O
other  O  O
pits  B-CON  B-CON
in  O  O
this  O  O
area  O  O
both  O  O
[  O  O
774  O  O
]  O  O
and  O  O
[  O  O
777  O  O
]  O  O
contained  O  O
more  O  O
than  O  O
one  O  O
fill  O  O
.  O  O

The  O  O
more  O  O
easterly  O  O
of  O  O
the  O  O
two  O  O
,  O  O
[  O  O
777  O  O
]  O  O
,  O  O
was  O  O
a  O  O
circular  O  O
0.74m  O  O
wide  O  O
pit  B-CON  O
with  O  O
a  O  O
flat  O  O
base  O  O
and  O  O
vertical  O  O
sides  O  O
,  O  O
0.26m  O  O
deep  O  O
(  O  O
see  O  O
Figure  O  O
8  O  O
)  O  O
.  O  O

WATCHING  O  O
BRIEFREPORT  O  O
of  O  O
the  O  O
cut  O  O
and  O  O
a  O  O
little  O  O
up  O  O
the  O  O
sides  O  O
was  O  O
a  O  O
very  O  O
firm  O  O
layer  O  O
of  O  O
mid  O  O
brownish  O  O
grey  O  O
and  O  O
orangey  O  O
grey  O  O
clayey  O  O
sandy  O  O
silt  O  O
containing  O  O
frequent  O  O
gravels  O  O
[  O  O
776  O  O
]  O  O
.  O  O

The  O  O
upper  O  O
,  O  O
secondary  O  O
,  O  O
fill  O  O
[  O  O
775  O  O
]  O  O
was  O  O
firm  O  O
brownish  O  O
grey  O  O
clayey  O  O
sandy  O  O
silt  O  O
.  O  O

Both  O  O
fills  O  B-CON
contained  O  O
abraded  O  O
sherds  B-ART  B-ART
of  O  O
Bronze  B-PER  B-PER
Age  I-PER  I-PER
Beaker  B-ART  B-ART
ware  O  I-ART
pottery  B-ART  I-ART
with  O  O
fragments  O  O
of  O  O
pot  B-ART  B-ART
bases  O  O
found  O  O
in  O  O
the  O  O
upper  O  O
fill  O  O
[  O  O
775  O  O
]  O  O
.  O  O

The  O  O
primary  O  O
fill  O  O
appeared  O  O
to  O  O
be  O  O
redeposited  O  O
natural  O  O
,  O  O
compacted  O  O
perhaps  O  O
to  O  O
form  O  O
a  O  O
solid  O  B-CON
base  O  I-CON
or  O  O
platform  O  O
.  O  O

The  O  O
larger  O  O
of  O  O
these  O  O
two  O  O
pits  B-CON  B-CON
[  O  O
774  O  O
]  O  O
was  O  O
0.43m  O  O
deep  O  O
and  O  O
1.28m  O  O
in  O  O
diameter  O  O
(  O  O
see  O  O
Figure  O  O
6  O  O
.  O  O

Across  O  O
the  O  O
flat  O  O
base  O  O
of  O  O
[  O  O
774  O  O
]  O  O
and  O  O
up  O  O
the  O  O
vertical  O  O
sides  O  O
was  O  O
a  O  O
layer  O  O
of  O  O
compacted  O  O
dark  O  O
blackish  O  O
brown  O  O
gravel  O  O
in  O  O
a  O  O
fine  O  O
sandy  O  O
silt  O  O
matrix  O  O
[  O  O
773  O  O
]  O  O
.  O  O

This  O  O
0.10m  O  O
thick  O  O
layer  O  O
contained  O  O
ten  O  O
sherds  O  B-ART
of  O  O
Middle  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
pottery  B-ART  B-ART
,  O  O
flint  B-ART  B-MAT
flakes  I-ART  B-ART
and  O  O
fire  O  B-ART
cracked  O  I-ART
flint  B-ART  I-ART
.  O  O

Also  O  O
found  O  O
within  O  O
[  O  O
773  O  O
]  O  O
was  O  O
an  O  O
unusual  O  O
grog-tempered  O  O
sherd  B-ART  B-ART
comprising  O  O
an  O  O
everted  O  O
,  O  O
rounded  O  O
rim  O  O
with  O  O
a  O  O
row  O  O
of  O  O
bosses  O  O
or  O  O
`  O  O
knobs  O  O
'  O  O
directly  O  O
below  O  O
(  O  O
see  O  O
Appendix  O  O
C  O  O
)  O  O
.  O  O

There  O  O
are  O  O
no  O  O
known  O  O
local  O  O
parallels  O  O
for  O  O
this  O  O
sherd  B-ART  B-ART
but  O  O
it  O  O
may  O  O
be  O  O
Early  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
based  O  O
on  O  O
similarities  O  O
with  O  O
food  O  O
vessels  B-ART  O
from  O  O
northern  O  O
England  B-LOC  B-LOC
.  O  O

This  O  O
primary  O  O
fill  O  O
appeared  O  O
to  O  O
be  O  O
the  O  O
natural  O  O
gravel  O  O
mixed  O  O
with  O  O
burnt  O  O
material  O  O
and  O  O
then  O  O
rammed  O  O
back  O  O
into  O  O
the  O  O
pit  B-CON  B-CON
similar  O  O
to  O  O
fill  O  O
[  O  O
775  O  O
]  O  O
of  O  O
pit  B-CON  B-CON
[  O  O
777  O  O
]  O  O
.  O  O

The  O  O
secondary  O  O
fill  O  O
[  O  O
772  O  O
]  O  O
was  O  O
mid  O  O
to  O  O
dark  O  O
brownish  O  O
grey  O  O
,  O  O
very  O  O
gravely  O  O
sandy  O  O
clayey  O  O
silt  O  O
with  O  O
occasional  O  O
charcoal  B-ART  B-ART
flecks  O  B-ART
and  O  I-ART
pottery  B-MAT  I-ART
sherds  B-ART  I-ART
marked  O  O
with  O  O
shallow  O  O
lines  O  O
,  O  O
possibly  O  O
of  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
date  O  O
.  O  O

The  O  O
final  O  O
,  O  O
tertiary  O  O
fill  O  O
[  O  O
771  O  O
]  O  O
was  O  O
mid  O  O
grey  O  O
(  O  O
with  O  O
lenses  O  O
of  O  O
mid  O  O
brownish  O  O
grey  O  O
)  O  O
clayey  O  O
sandy  O  O
silt  O  O
containing  O  O
a  O  O
black  O  O
charcoal  O  B-ART
lens  O  O
on  O  O
the  O  O
north  O  O
side  O  O
.  O  O

This  O  O
was  O  O
similar  O  O
to  O  O
the  O  O
upper  O  O
fill  O  O
of  O  O
[  O  O
777  O  O
]  O  O
except  O  O
with  O  O
the  O  O
addition  O  O
of  O  O
charcoal  B-ART  B-ART
.  O  O

Several  O  O
Early  B-PER  B-PER
to  I-PER  I-PER
Middle  I-PER  I-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
pottery  B-MAT  B-ART
sherds  B-ART  I-ART
including  O  O
a  O  O
Beaker  B-ART  B-ART
ware  O  I-ART
rim  O  O
,  O  O
plus  O  O
a  O  O
loomweight  B-ART  B-ART
and  O  O
burnt  O  O
flints  B-ART  B-ART
were  O  O
found  O  O
in  O  O
layer  O  O
[  O  O
771  O  O
]  O  O
.  O  O

The  O  O
loomweight  B-ART  B-ART
was  O  O
the  O  O
only  O  O
object  O  O
of  O  O
this  O  O
type  O  O
found  O  O
during  O  O
this  O  O
phase  O  O
of  O  O
work  O  O
(  O  O
see  O  O
Appendix  O  O
F  O  O
)  O  O
.  O  O

Similar  O  O
fired  O  B-ART
clay  B-MAT  I-ART
loomweights  B-ART  I-ART
were  O  O
discovered  O  O
in  O  O
a  O  O
firepit  B-CON  B-CON
[  O  O
528  O  O
]  O  O
during  O  O
the  O  O
Phase  O  O
5  O  O
and  O  O
6  O  O
work  O  O
to  O  O
the  O  O
west  O  O
;  O  O
although  O  O
they  O  O
were  O  O
pierced  O  O
unlike  O  O
the  O  O
weight  O  O
found  O  O
in  O  O
[  O  O
771  O  O
]  O  O
.  O  O

A  O  O
Later  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
date  O  O
has  O  O
been  O  O
suggested  O  O
for  O  O
the  O  O
loomweights  B-ART  B-ART
(  O  O
Appendix  O  O
F  O  O
)  O  O
.  O  O

The  O  O
middle  O  O
fill  O  O
appeared  O  O
to  O  O
seal  O  O
the  O  O
burnt  O  O
layer  O  O
prior  O  O
to  O  O
final  O  O
backfilling  O  O
and  O  O
contained  O  O
four  O  O
sherds  B-ART  B-ART
of  O  O
possibly  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
date  O  O
.  O  O

The  O  O
two  O  O
pits  B-CON  B-CON
[  O  O
777  O  O
]  O  O
and  O  O
[  O  O
774  O  O
]  O  O
may  O  O
have  O  O
been  O  O
contemporary  O  O
based  O  O
on  O  O
the  O  O
similarity  O  O
between  O  O
the  O  O
upper  O  O
and  O  O
lower  O  O
fills  O  O
,  O  O
the  O  O
dating  O  O
of  O  O
the  O  O
pottery  B-ART  O
found  O  O
therein  O  O
and  O  O
their  O  O
proximity  O  O
to  O  O
one  O  O
another  O  O
.  O  O

However  O  O
the  O  O
fire  O  O
debris  O  O
evidence  O  O
in  O  O
pit  B-CON  B-CON
[  O  O
774  O  O
]  O  O
distinguishes  O  O
it  O  O
from  O  O
the  O  O
other  O  O
either  O  O
because  O  O
their  O  O
use  O  O
was  O  O
not  O  O
identical  O  O
or  O  O
the  O  O
source  O  O
of  O  O
the  O  O
fills  O  O
was  O  O
different  O  O
.  O  O

The  O  O
presence  O  O
of  O  O
loomweights  B-ART  B-ART
in  O  O
a  O  O
firepit  B-CON  B-CON
further  O  O
southwest  O  O
[  O  O
529  O  O
]  O  O
and  O  O
the  O  O
charcoal  B-ART  B-ART
rich  O  O
deposits  O  O
and  O  O
loomweight  B-ART  B-ART
in  O  O
[  O  O
774  O  O
]  O  O
associates  O  O
these  O  O
two  O  O
distant  O  O
features  O  O
and  O  O
may  O  O
indicate  O  O
the  O  O
fill  O  O
was  O  O
derived  O  O
from  O  O
activities  O  O
that  O  O
occurred  O  O
towards  O  O
this  O  O
southwestern  O  O
area  O  O
.  O  O

Two  O  O
or  O  O
three  O  O
episodes  O  O
of  O  O
deposition  O  O
must  O  O
have  O  O
taken  O  O
place  O  O
in  O  O
pits  B-CON  B-CON
[  O  O
774  O  O
]  O  O
and  O  O
[  O  O
777  O  O
]  O  O
to  O  O
form  O  O
the  O  O
multiple  O  O
layered  O  O
fills  O  O
.  O  O

Therefore  O  O
people  O  O
had  O  O
revisited  O  O
their  O  O
location  O  O
on  O  O
at  O  O
least  O  O
one  O  O
occasion  O  O
.  O  O

A  O  O
further  O  O
pit  B-CON  B-CON
[  O  O
893  O  O
]  O  O
was  O  O
found  O  O
4m  O  O
directly  O  O
to  O  O
the  O  O
northeast  O  O
of  O  O
pits  B-CON  B-CON
[  O  O
774  O  O
]  O  O
and  O  O
[  O  O
777  O  O
]  O  O
with  O  O
gradually  O  O
sloped  O  O
sides  O  O
,  O  O
a  O  O
flat  O  O
base  O  O
and  O  O
a  O  O
sandy  O  O
silt  O  O
fill  O  O
.  O  O

No  O  O
dating  O  O
evidence  O  O
was  O  O
recovered  O  O
from  O  O
this  O  O
pit  B-CON  B-CON
although  O  O
the  O  O
proximity  O  O
to  O  O
Bronze  B-PER  B-PER
Age  I-PER  I-PER
pits  B-CON  B-CON
[  O  O
774  O  O
]  O  O
and  O  O
[  O  O
777  O  O
]  O  O
suggests  O  O
it  O  O
may  O  O
have  O  O
been  O  O
contemporary  O  O
.  O  O

The  O  O
other  O  O
pits  B-CON  B-CON
in  O  O
this  O  O
area  O  O
were  O  O
probably  O  O
later  O  O
developments  O  O
and  O  O
are  O  O
discussed  O  O
in  O  O
the  O  O
Iron  B-PER  B-PER
Age  I-PER  I-PER
section  O  O
below  O  O
.  O  O

Apart  O  O
from  O  O
a  O  O
post-Medieval  B-PER  B-PER
cut  O  O
[  O  O
954  O  O
]  O  O
(  O  O
described  O  O
below  O  O
)  O  O
no  O  O
features  O  O
were  O  O
found  O  O
to  O  O
the  O  O
southwest  O  O
of  O  O
pit  B-CON  B-CON
[  O  O
774  O  O
]  O  O
up  O  O
to  O  O
the  O  O
southwest  O  O
limit  O  O
of  O  O
excavation  O  O
,  O  O
75m  O  O
away  O  O
.  O  O

In  O  O
the  O  O
previous  O  O
watching  O  O
brief  O  O
phase  O  O
,  O  O
Phases  O  O
5  O  O
and  O  O
6  O  O
,  O  O
there  O  O
was  O  O
a  O  O
space  O  O
of  O  O
15m  O  O
between  O  O
the  O  O
northeast  O  O
limit  O  O
of  O  O
excavation  O  O
and  O  O
the  O  O
prehistoric  B-PER  B-PER
archaeological  O  O
features  O  O
.  O  O

WATCHING  O  O
BRIEFREPORT  O  O
of  O  O
archaeology  O  O
,  O  O
existed  O  O
between  O  O
features  O  O
associated  O  O
with  O  O
the  O  O
Bronze  B-PER  B-PER
Age  I-PER  I-PER
ring  B-CON  B-CON
ditch  I-CON  I-CON
and  O  O
the  O  O
southwestern  O  O
group  O  O
of  O  O
pits  B-CON  B-CON
and  O  O
post  B-CON  O
holes  I-CON  O
in  O  O
Phase  O  O
7  O  O
.  O  O

This  O  O
represents  O  O
either  O  O
an  O  O
actual  O  O
separation  O  O
of  O  O
activity  O  O
areas  O  O
or  O  O
an  O  O
area  O  O
more  O  O
recently  O  O
truncated  O  O
so  O  O
the  O  O
archaeology  O  O
has  O  O
been  O  O
lost  O  O
.  O  O

If  O  O
the  O  O
latter  O  O
is  O  O
true  O  O
then  O  O
this  O  O
area  O  O
would  O  O
still  O  O
have  O  O
been  O  O
a  O  O
zone  O  O
of  O  O
higher  O  O
ground  O  O
which  O  O
may  O  O
have  O  O
created  O  O
a  O  O
natural  O  O
boundary  O  O
(  O  O
if  O  O
high  O  O
enough  O  O
)  O  O
between  O  O
the  O  O
activity  O  O
of  O  O
the  O  O
Phase  O  O
7  O  O
pits  B-CON  B-CON
and  O  O
the  O  O
ritual  O  O
activity  O  O
around  O  O
the  O  O
ring  B-CON  B-CON
ditch  I-CON  I-CON
.  O  O

A  O  O
concentration  O  O
of  O  O
discrete  O  O
features  O  O
was  O  O
recorded  O  O
in  O  O
the  O  O
central  O  O
part  O  O
of  O  O
the  O  O
stripped  O  O
area  O  O
.  O  O

The  O  O
most  O  O
prominent  O  O
of  O  O
these  O  O
was  O  O
a  O  O
very  O  O
large  O  O
pit  B-CON  O
,  O  O
2.40m  O  O
in  O  O
diameter  O  O
,  O  O
containing  O  O
approximately  O  O
350  O  O
sherds  B-ART  B-ART
of  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
pottery  B-ART  B-ART
up  O  O
to  O  O
200mm  O  O
in  O  O
diameter  O  O
and  O  O
800g  O  O
of  O  O
fire  O  O
cracked  O  O
flint  B-ART  B-MAT
(  O  O
see  O  O
Figure  O  O
6  O  O
)  O  O
.  O  O

This  O  O
wide  O  O
cut  O  O
[  O  O
734  O  O
]  O  O
had  O  O
gradually  O  O
sloping  O  O
sides  O  O
,  O  O
slightly  O  O
steeper  O  O
and  O  O
deeper  O  O
on  O  O
the  O  O
northeast  O  O
side  O  O
(  O  O
0.56m  O  O
)  O  O
compared  O  O
to  O  O
the  O  O
southeast  O  O
side  O  O
(  O  O
0.42m  O  O
)  O  O
,  O  O
with  O  O
a  O  O
gradual  O  O
curve  O  O
to  O  O
an  O  O
almost  O  O
flat  O  O
base  O  O
.  O  O

Both  O  O
upper  O  O
[  O  O
732  O  O
]  O  O
and  O  O
middle  O  O
[  O  O
733  O  O
]  O  O
fills  O  O
contained  O  O
fragments  O  O
of  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
pot  B-ART  B-ART
,  O  O
possibly  O  O
from  O  O
the  O  O
same  O  O
vessel  B-ART  O
.  O  O

The  O  O
lower  O  O
fill  O  O
[  O  O
827  O  O
]  O  O
contained  O  O
firecracked  O  O
flint  B-ART  B-MAT
.  O  O

The  O  O
lowest  O  O
,  O  O
primary  O  O
fill  O  O
[  O  O
827  O  O
]  O  O
was  O  O
mixed  O  O
reddish  O  O
yellow  O  O
sand  O  O
and  O  O
light  O  O
grey  O  O
sandy  O  O
clay  O  O
.  O  O

Overlying  O  O
[  O  O
827  O  O
]  O  O
was  O  O
a  O  O
layer  O  O
of  O  O
firm  O  O
mottled  O  O
light  O  O
grey  O  O
and  O  O
light  O  O
reddish  O  O
yellow  O  O
,  O  O
clayey  O  O
sand  O  O
and  O  O
silty  O  O
sand  O  O
[  O  O
733  O  O
]  O  O
;  O  O
fairly  O  O
similar  O  O
to  O  O
[  O  O
827  O  O
]  O  O
but  O  O
with  O  O
less  O  O
sand  O  O
and  O  O
more  O  O
clay  O  O
.  O  O

Sealing  O  O
the  O  O
whole  O  O
pit  B-CON  B-CON
was  O  O
the  O  O
tertiary  O  O
fill  O  O
[  O  O
732  O  O
]  O  O
:  O  O
firm  O  O
mid  O  O
brownish  O  O
grey  O  O
,  O  O
slightly  O  O
clayey  O  O
sandy  O  O
silt  O  O
with  O  O
frequent  O  O
charcoal  B-ART  B-ART
flecks  O  O
.  O  O

The  O  O
interfaces  O  O
between  O  O
each  O  O
fill  O  O
were  O  O
fairly  O  O
diffuse  O  O
.  O  O

All  O  O
layers  O  O
may  O  O
have  O  O
been  O  O
part  O  O
of  O  O
the  O  O
same  O  O
infilling  O  O
process  O  O
with  O  O
slight  O  O
variations  O  O
in  O  O
the  O  O
content  O  O
of  O  O
the  O  O
deposit  O  O
and  O  O
some  O  O
slumping  O  O
of  O  O
the  O  O
natural  O  O
sand  O  O
at  O  O
the  O  O
sides  O  O
of  O  O
the  O  O
pit  B-CON  B-CON
.  O  O

The  O  O
pit  B-CON  B-CON
was  O  O
backfilled  O  O
with  O  O
very  O  O
specific  O  O
domestic  O  O
debris  O  O
with  O  O
at  O  O
least  O  O
300  O  O
of  O  O
the  O  O
350  O  O
pottery  B-MAT  B-ART
sherds  B-ART  I-ART
being  O  O
from  O  O
the  O  O
same  O  O
vessel  B-ART  O
.  O  O

The  O  O
remainder  O  O
of  O  O
finds  O  O
consisted  O  O
of  O  O
a  O  O
vast  O  O
quantity  O  O
of  O  O
firecracked  O  O
flint  B-ART  B-MAT
that  O  O
may  O  O
have  O  O
been  O  O
used  O  O
as  O  O
pot  B-ART  B-ART
boilers  I-ART  I-ART
.  O  O

To  O  O
hypothesise  O  O
that  O  O
the  O  O
pit  B-CON  B-CON
had  O  O
a  O  O
ritual  O  O
purpose  O  O
is  O  O
to  O  O
assume  O  O
that  O  O
ritual  O  O
and  O  O
practical  O  O
matters  O  O
were  O  O
separate  O  O
spheres  O  O
in  O  O
the  O  O
Bronze  B-PER  B-PER
Age  I-PER  I-PER
.  O  O

It  O  O
was  O  O
possible  O  O
that  O  O
they  O  O
considered  O  O
it  O  O
necessary  O  O
to  O  O
maintain  O  O
a  O  O
relationship  O  O
with  O  O
the  O  O
land  O  O
in  O  O
a  O  O
process  O  O
of  O  O
give  O  O
and  O  O
return  O  O
.  O  O

Failing  O  O
that  O  O
the  O  O
harvest  O  O
would  O  O
be  O  O
poor  O  O
,  O  O
the  O  O
people  O  O
would  O  O
be  O  O
undernourished  O  O
and  O  O
less  O  O
able  O  O
to  O  O
tend  O  O
the  O  O
land  O  O
effectively  O  O
and  O  O
so  O  O
the  O  O
cycle  O  O
would  O  O
continue  O  O
.  O  O

Alternatively  O  O
this  O  O
pit  B-CON  B-CON
could  O  O
have  O  O
been  O  O
directly  O  O
associated  O  O
with  O  O
a  O  O
specific  O  O
incident  O  O
,  O  O
hence  O  O
one  O  O
pot  B-ART  B-ART
.  O  O

To  O  O
be  O  O
more  O  O
literal  O  O
minded  O  O
the  O  O
pit  B-CON  B-CON
could  O  O
just  O  O
represent  O  O
the  O  O
location  O  O
for  O  O
discarding  O  O
the  O  O
by  O  O
products  O  O
of  O  O
the  O  O
cooking  O  O
process  O  O
:  O  O
the  O  O
burnt  O  O
flints  B-ART  B-ART
and  O  O
broken  O  O
cooking  B-ART  O
vessel  I-ART  O
.  O  O

A  O  O
23.5m  O  O
long  O  O
narrow  O  O
gully  B-CON  O
[  O  O
867  O  O
]  O  O
was  O  O
found  O  O
to  O  O
the  O  O
northeast  O  O
of  O  O
pit  B-CON  B-CON
[  O  O
734  O  O
]  O  O
.  O  O

It  O  O
was  O  O
0.30-  O  O
0.60m  O  O
wide  O  O
and  O  O
was  O  O
aligned  O  O
northwest  O  O
to  O  O
southeast  O  O
curving  O  O
round  O  O
towards  O  O
the  O  O
west  O  O
at  O  O
the  O  O
northerly  O  O
end  O  O
.  O  O

This  O  O
also  O  O
contained  O  O
frequent  O  O
fire  O  O
cracked  O  O
flints  B-ART  O
(  O  O
753g  O  O
were  O  O
collected  O  O
)  O  O
and  O  O
one  O  O
prehistoric  B-PER  B-PER
pottery  B-MAT  B-ART
sherd  B-ART  B-ART
.  O  O

These  O  O
items  O  O
may  O  O
have  O  O
been  O  O
incorporated  O  O
into  O  O
the  O  O
yellowish  O  O
to  O  O
brownish  O  O
grey  O  O
slightly  O  O
clayey  O  O
sandy  O  O
silt  O  O
fill  O  O
from  O  O
the  O  O
occupation  O  O
layer  O  O
next  O  O
to  O  O
the  O  O
ditch  B-CON  B-CON
.  O  O

Although  O  O
none  O  O
of  O  O
that  O  O
hypothetical  O  O
layer  O  O
survived  O  O
,  O  O
the  O  O
evidence  O  O
of  O  O
a  O  O
nearby  O  O
house  O  O
structure  O  O
(  O  O
discussed  O  O
below  O  O
)  O  O
and  O  O
the  O  O
finds  O  O
from  O  O
pit  B-CON  B-CON
[  O  O
734  O  O
]  O  O
indicate  O  O
a  O  O
domestic  O  O
setting  O  O
.  O  O

A  O  O
concentration  O  O
of  O  O
post  B-CON  O
holes  I-CON  O
[  O  O
806  O  O
,  O  O
825  O  O
,  O  O
828  O  O
,  O  O
829  O  O
,  O  O
830  O  O
,  O  O
831  O  O
,  O  O
957  O  O
,  O  O
958  O  O
]  O  O
forming  O  O
,  O  O
in  O  O
plan  O  O
,  O  O
a  O  O
U-shape  O  O
were  O  O
found  O  O
just  O  O
beyond  O  O
the  O  O
northwest  O  O
terminal  O  O
of  O  O
[  O  O
867  O  O
]  O  O
(  O  O
see  O  O
Figure  O  O
5  O  O
)  O  O
.  O  O

The  O  O
open  O  O
end  O  O
of  O  O
the  O  O
U  O  O
was  O  O
2m  O  O
wide  O  O
and  O  O
the  O  O
length  O  O
,  O  O
from  O  O
northwest  O  O
to  O  O
southeast  O  O
,  O  O
was  O  O
3.5m  O  O
.  O  O

These  O  O
postholes  B-CON  B-CON
were  O  O
0.30-0.40m  O  O
wide  O  O
and  O  O
had  O  O
near-vertical  O  O
to  O  O
gradually  O  O
sloping  O  O
sides  O  O
and  O  O
concave  O  O
bases  O  O
.  O  O

Three  O  O
post  B-CON  O
holes  I-CON  O
were  O  O
located  O  O
on  O  O
the  O  O
southwest  O  O
side  O  O
[  O  O
806  O  O
,  O  O
831  O  O
and  O  O
829  O  O
]  O  O
,  O  O
three  O  O
on  O  O
the  O  O
northeast  O  O
side  O  O
[  O  O
828  O  O
,  O  O
825  O  O
and  O  O
958  O  O
]  O  O
,  O  O
one  O  O
at  O  O
the  O  O
northwest  O  O
end  O  O
[  O  O
957  O  O
]  O  O
and  O  O
one  O  O
just  O  O
outside  O  O
the  O  O
U  O  O
on  O  O
the  O  O
southwest  O  O
side  O  O
[  O  O
830  O  O
]  O  O
.  O  O

WATCHING  O  O
BRIEFREPORT  O  O
been  O  O
suggested  O  O
that  O  O
these  O  O
post  B-CON  O
holes  I-CON  O
were  O  O
the  O  O
remains  O  O
of  O  O
a  O  O
structure  O  O
with  O  O
an  O  O
entrance  O  O
at  O  O
the  O  O
southeast  O  O
end  O  O
.  O  O

Typically  O  O
prehistoric  B-PER  B-PER
structures  O  O
were  O  O
rectilinear  O  O
or  O  O
circular  O  O
in  O  O
plan  O  O
.  O  O

During  O  O
the  O  O
Late  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
in  O  O
southeast  O  O
and  O  O
central  O  O
England  B-LOC  B-LOC
most  O  O
houses  O  O
were  O  O
circular  O  O
structures  O  O
often  O  O
found  O  O
situated  O  O
beside  O  O
field  O  O
boundaries  O  O
or  O  O
surrounded  O  O
by  O  O
embanked  O  O
enclosures  O  O
(  O  O
Reid  O  O
1993  B-PER  B-PER
,  O  O
54  O  O
)  O  O
.  O  O

Although  O  O
the  O  O
plan  O  O
here  O  O
was  O  O
not  O  O
that  O  O
of  O  O
a  O  O
circular  O  O
structure  O  O
,  O  O
a  O  O
U-shape  O  O
form  O  O
could  O  O
still  O  O
have  O  O
been  O  O
constructed  O  O
and  O  O
utilised  O  O
in  O  O
much  O  O
the  O  O
same  O  O
manner  O  O
.  O  O

Alternatively  O  O
this  O  O
was  O  O
originally  O  O
a  O  O
rectilinear  O  O
structure  O  O
with  O  O
two  O  O
straight  O  O
sides  O  O
and  O  O
a  O  O
curved  O  O
squared  O  O
end  O  O
rather  O  O
than  O  O
posts  O  O
at  O  O
the  O  O
west  O  O
and  O  O
north  O  O
corners  O  O
.  O  O

Other  O  O
rectilinear  O  O
structures  O  O
are  O  O
known  O  O
from  O  O
the  O  O
Bronze  B-PER  B-PER
Age  I-PER  I-PER
including  O  O
several  O  O
found  O  O
during  O  O
recent  O  O
excavations  O  O
at  O  O
Heathrow  B-LOC  B-LOC
Airport  I-LOC  O
.  O  O

These  O  O
included  O  O
a  O  O
similarly  O  O
small  O  O
six  O  O
post  O  O
rectilinear  O  O
structure  O  O
from  O  O
the  O  O
Middle  B-PER  B-PER
Bronze  I-PER  I-PER
Age  I-PER  I-PER
found  O  O
located  O  O
within  O  O
a  O  O
contemporary  O  O
field  O  O
system  O  O
in  O  O
Grass  O  O
Area  O  O
21  O  O
(  O  O
Simon  O  O
Mortimer  O  O
,  O  O
John  O  O
Samuels  O  O
Archaeological  O  O
Consultants  O  O
,  O  O
pers  O  O
.  O  O

comm  O  O
.  O  O
)  O  O
.  O  O

Some  O  O
Bronze  B-PER  B-PER
Age  I-PER  I-PER
round  O  O
houses  O  O
consisted  O  O
of  O  O
two  O  O
rings  O  O
of  O  O
posts  O  O
with  O  O
the  O  O
inner  O  O
supporting  O  O
a  O  O
ring  O  O
beam  O  O
to  O  O
carry  O  O
the  O  O
main  O  O
weight  O  O
of  O  O
the  O  O
roof  O  B-CON
.  O  O

In  O  O
this  O  O
instance  O  O
the  O  O
post  O  O
to  O  O
the  O  O
outside  O  O
of  O  O
the  O  O
house  O  O
may  O  O
have  O  O
been  O  O
part  O  O
of  O  O
an  O  O
outer  O  O
ring  O  O
of  O  O
posts  B-CON  O
.  O  O

In  O  O
which  O  O
case  O  O
the  O  O
remaining  O  O
outer  O  O
ring  O  O
has  O  O
been  O  O
lost  O  O
through  O  O
later  O  O
truncation  O  O
;  O  O
corresponding  O  O
with  O  O
the  O  O
more  O  O
load-bearing  O  O
post  B-CON  O
holes  I-CON  O
surviving  O  O
to  O  O
a  O  O
greater  O  O
depth  O  O
and  O  O
therefore  O  O
still  O  O
visible  O  O
.  O  O

The  O  O
house  O  O
structure  O  O
was  O  O
probably  O  O
contemporary  O  O
with  O  O
ditch  B-CON  B-CON
[  O  O
939  O  O
]  O  O
to  O  O
the  O  O
northeast  O  O
and  O  O
the  O  O
nearby  O  O
gully  B-CON  B-CON
[  O  O
867  O  O
]  O  O
may  O  O
have  O  O
been  O  O
part  O  O
of  O  O
an  O  O
enclosure  O  O
associated  O  O
with  O  O
these  O  O
features  O  O
.  O  O

emnants  O  O
oftwoposthol  O  O
The  O  O
insubstantiales  O  O
[  O  O
736  O  O
&  O  O
738  O  O
]  O  O
werelocated  O  O
afew  O  O
metres  O  O
-  O  O
southwest  O  O
from  O  O
the  O  O
structure  O  O
.  O  O

They  O  O
were  O  O
positioned  O  O
2.5m  O  O
apart  O  O
similar  O  O
to  O  O
the  O  O
posts  O  O
at  O  O
the  O  O
entrance  O  O
to  O  O
the  O  O
above  O  O
house  O  O
structure  O  O
.  O  O

It  O  O
is  O  O
possible  O  O
that  O  O
they  O  O
formed  O  O
the  O  O
entrance  O  O
end  O  O
of  O  O
another  O  O
U  O  O
shaped  O  O
structure  O  O
laid  O  O
out  O  O
like  O  O
the  O  O
above  O  O
and  O  O
mostly  O  O
lost  O  O
through  O  O
truncation  O  O
.  O  O

A  O  O
number  O  O
of  O  O
