uri,scheme,concept1,concept2,concept3,concept4,concept5,concept6,concept7,altLabel1,altLabel2,altLabel3,altLabel4,hiddenLabel@nl,type,scopeNote@nl,https://data.cultureelerfgoed.nl/vocab/id/rce#hasCode,https://data.cultureelerfgoed.nl/vocab/id/rce#hasReference,https://data.cultureelerfgoed.nl/vocab/id/rce#hasSourceId,https://data.cultureelerfgoed.nl/vocab/id/rce#hasSpecification,https://data.cultureelerfgoed.nl/vocab/id/rn#hasCorrelate,https://data.cultureelerfgoed.nl/vocab/id/rn#hasSpecificAbrCode
https://data.cultureelerfgoed.nl/term/id/rn/dd746b25-73c9-4f2d-93ca-de305c205c0a,,,,,,Lineairbandkeramiek - randversiering:horizontale lijnen,,,,,,,LBK.RANDLIJN,,"Versieringstype binnen het LBK-aardewerk waarbij aan de buitenkant van het aardewerk onder de rand, één of meerdere (maximaal vier) groeflijnen is aangebracht. Deze moet duidelijk worden onderscheiden van de wandversiering, welke eveneens uit groeflijnen kan bestaan.",LBK.RANDLIJN,"Modderman 1970, 131-135.",abr.artefact.1261,,,RANDLIJN
https://data.cultureelerfgoed.nl/term/id/rn/f131f2ae-849b-4dcb-9f35-5ebe7e433225,,,,,,Lineairbandkeramiek - randversiering:3 horizontale puntrijen,,,,,,,LBK.DRIEPUNT,,"Versieringstype binnen het LBK-aardewerk waarbij aan de buitenkant van het aardewerk onder de rand drie rijen met puntjes is aangebracht. Deze moet duidelijk worden onderscheiden van de wandversiering, welke eveneens uit rijen met puntjes kan bestaan.",LBK.DRIEPUNT,"Modderman 1970, 131-135.",abr.artefact.1239,,,DRIEPUNT
https://data.cultureelerfgoed.nl/term/id/rn/7c282389-0e2f-4757-a253-c1e25404c5c4,,,,,,Lineairbandkeramiek - randversiering:getande spatel,,,,,,,LBK.RTDSPTL,,"Versieringstype binnen het LBK-aardewerk waarbij aan de buitenkant van het aardewerk onder de rand, puntjes zijn aangebracht met behulp van een getande spatel. Deze moet duidelijk worden onderscheiden van de wandversiering, welke eveneens uit rijen met puntjes kan bestaan. Deze versiering is karakteristiek voor de latere fases van de LBK-cultuur.",LBK.RTDSPTL,"Modderman 1970, 131-135.",abr.artefact.1264,,,RTDSPTL
https://data.cultureelerfgoed.nl/term/id/rn/4db15a51-20a1-405b-a7bc-ff5d4a459dd7,,,,,,Lineairbandkeramiek - randversiering:getande spatellijnen,,,,,,,LBK.RTDSPLN,,"Versieringstype binnen het LBK-aardewerk waarbij aan de buitenkant van het aardewerk onder de rand, lijnen zijn aangebracht met behulp van een getande spatel. Deze moet duidelijk worden onderscheiden van de wandversiering, welke eveneens uit lijnen van een getande spatel kan bestaan. Deze versiering is karakteristiek voor de latere fases van de LBK-cultuur.",LBK.RTDSPLN,"Modderman 1970, 131-135.",abr.artefact.1263,,,RTDSPLN
https://data.cultureelerfgoed.nl/term/id/rn/6e7f8a3d-c047-4dc3-bb5c-ac5ba9e41bc9,,,,,,Lineairbandkeramiek - randversiering:Notenkopf,,,,,,,LBK.NOTENKOP,,"Versieringstype binnen het LBK-aardewerk waarbij aan de buitenkant van het aardewerk onder de rand, één of meerdere (maximaal vier) groeflijnen is aangebracht. In deze horizontale groeflijnen zijn verticale indrukken aangebracht, welke lijken op muzieknootjes. Deze moet duidelijk worden onderscheiden van de wandversiering, welke eveneens uit groeflijnen met Notenkopf kan bestaan. Modderman 1970, 131-135.",LBK.NOTENKOP,"Modderman 1970, 131-135.",abr.artefact.1260,,,NOTENKOP
https://data.cultureelerfgoed.nl/term/id/rn/4a8d5e30-b815-4690-8f36-bd7bffea007f,,,,,,Lineairbandkeramiek - randversiering:1 horizontale puntrij,,,,,,,LBK.EENPUNT,,"Versieringstype binnen het LBK-aardewerk waarbij aan de buitenkant van het aardewerk onder de rand één rij met puntjes is aangebracht. Deze moet duidelijk worden onderscheiden van de wandversiering, welke eveneens uit rijen met puntjes kan bestaan.",LBK.EENPUNT,"Modderman 1970, 131-135.",abr.artefact.1240,,,EENPUNT
https://data.cultureelerfgoed.nl/term/id/rn/1dfa2267-b4f9-4c4d-94c1-31de7ea5c193,,,,,,Lineairbandkeramiek - randversiering:2 horizontale puntrijen,,,,,,,LBK.TWEEPUNT,,"Versieringstype binnen het LBK-aardewerk waarbij aan de buitenkant van het aardewerk onder de rand twee rijen met puntjes is aangebracht. Deze moet duidelijk worden onderscheiden van de wandversiering, welke eveneens uit rijen met puntjes kan bestaan.",LBK.TWEEPUNT,"Modderman 1970, 131-135.",abr.artefact.1267,,,TWEEPUNT
https://data.cultureelerfgoed.nl/term/id/rn/e5ab8986-d670-4b77-9db8-6985d74f12d0,,,,,,Lineairbandkeramiek - randversiering:4 horizontale puntrijen,,,,,,,LBK.VIERPUNT,,"Versieringstype binnen het LBK-aardewerk waarbij aan de buitenkant van het aardewerk onder de rand vier rijen met puntjes is aangebracht. Deze moet duidelijk worden onderscheiden van de wandversiering, welke eveneens uit rijen met puntjes kan bestaan.",LBK.VIERPUNT,"Modderman 1970, 131-135.",abr.artefact.1269,,,VIERPUNT
https://data.cultureelerfgoed.nl/term/id/rn/7647ab41-b919-4ee9-b121-7c4aa6ba0c90,,,,,Modderman FII,,,,,,,,LBK.MODFII,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type FII wordt de band opgebouwd uit meerdere rijen van puntjes, zonder lijnversiering, waarbij duidelijk blijkt dat de puntjes door middel van een meervoudig getand werktuig zijn aangebracht.",LBK.MODFII,"Modderman 1970, 112.",abr.artefact.1258,,,MODFII
https://data.cultureelerfgoed.nl/term/id/rn/76a2a9a4-8e1c-40a6-a9e5-2be9286b11a4,,,,,Lineairbandkeramiek - secundaire bandopvulling,,,,,,,,LBK.SECBVUL,,"Versieringstype waarbij de bandversiering voorzien is van een tweede versieringstype, ondergeschikt aan de eerste. Deze secundaire versiering is een onderbreking van de primaire versiering binnen de band, en bestaat uit een onversierd vlak, één of meer indrukken of puntjes of rijen van puntjes.",LBK.SECBVUL,,abr.artefact.1266,,,SECBVUL
https://data.cultureelerfgoed.nl/term/id/rn/d6ac5d3d-cb2d-4d3b-b686-541d9cc7f780,,,,,Modderman AI,,,,,,,,LBK.MODAI,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type AI wordt de band opgebouwd uit enkele (2 à 3) lijnen waartussen zeer zeldzaam Notenkopf of groeflijnversiering is aangebracht.",LBK.MODAI,"Modderman 1970, 112.",abr.artefact.1243,,,MODAI
https://data.cultureelerfgoed.nl/term/id/rn/aa01fc4c-9882-47d1-a139-d3f5195a27a5,,,,,Modderman BII,,,,,,,,LBK.MODBII,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type BII wordt de band opgebouwd uit twee of meer parallelle lijnen waartussen meerdere horizontale lijnen zijn aangebracht.",LBK.MODBII,"Modderman 1970, 112.",abr.artefact.1247,,,MODBII
https://data.cultureelerfgoed.nl/term/id/rn/ae4129b2-dfc4-43c8-9109-b2882bbc385e,,,,,Modderman FIII,,,,,,,,LBK.MODFIII,,Versieringsmotief binnen het LBK-aardewerk. Binnen type FIII wordt de versiering opgebouwd uit meerdere rijen van puntjes zonder lijnversiering. De puntjes bestaan niet zozeer uit banden maar ze bedekken het gehele potoppervlak in ruit- of spiraalvormige motieven.,LBK.MODFIII,"Modderman 1970, 112.",abr.artefact.1259,,,MODFIII
https://data.cultureelerfgoed.nl/term/id/rn/4c7df2c9-4d6c-4d17-93af-41b9eed18ef8,,,,,Modderman FI,,,,,,,,LBK.MODFI,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type FI wordt de band opgebouwd uit meerdere rijen van puntjes, zonder lijnversiering.",LBK.MODFI,"Modderman 1970, 112.",abr.artefact.1257,,,MODFI
https://data.cultureelerfgoed.nl/term/id/rn/73c2318a-3dfc-4cdf-96d6-a8b52f326280,,,,,Modderman EI,,,,,,,,LBK.MODEI,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type EI wordt de band opgebouwd uit één enkele lijn waarlangs één rij van puntjes is aangebracht.",LBK.MODEI,"Modderman 1970, 112.",abr.artefact.1254,,,MODEI
https://data.cultureelerfgoed.nl/term/id/rn/75a5e758-c3c0-4699-9112-56e38973ea20,,,,,Modderman EII,,,,,,,,LBK.MODEII,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type EII wordt de band opgebouwd uit één enkele lijn waarlangs aan beide zijden een rij van puntjes is aangebracht.",LBK.MODEII,"Modderman 1970, 112.",abr.artefact.1255,,,MODEII
https://data.cultureelerfgoed.nl/term/id/rn/18a575cc-3e10-43b4-a4f3-633e63405fbf,,,,,Modderman DI,,,,,,,,LBK.MODDI,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type DI wordt de band opgebouwd uit twee parallelle lijnen waartussen verspreid en op onregelmatige afstand puntjes zijn aangebracht.",LBK.MODDI,"Modderman 1970, 112.",abr.artefact.1251,,,MODDI
https://data.cultureelerfgoed.nl/term/id/rn/1964fb85-9911-41bd-89c1-a14db6335054,,,,,Modderman EIII,,,,,,,,LBK.MODEIII,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type EIII wordt de band opgebouwd uit één enkele lijn waarlangs aan beide zijden meerdere rijen van puntjes is aangebracht.",LBK.MODEIII,"Modderman 1970, 112.",abr.artefact.1256,,,MODEIII
https://data.cultureelerfgoed.nl/term/id/rn/1abeab29-7412-4159-89b6-f65b69410789,,,,,Lineairbandkeramiek - verticale knobbel,,,,,,,,LBK.KNOBVERT,,Aangebrachte ovale verticale verdikking op de wand van het aardewerk. In sommige gevallen is deze doorboord en kan gesproken worden van een knobbeloor. Wanneer de knobbel deels in de wand is aangebracht en voorzien is van een doorboring kan gesproken worden van een sub-cutaan doorboord knobbeloor.,LBK.KNOBVERT,,abr.artefact.1241,,,KNOBVERT
https://data.cultureelerfgoed.nl/term/id/rn/ac74c0fd-058a-4569-9310-88257ed0152e,,,,,Lineairbandkeramiek - U-V-versiering,,,,,,,,LBK.U-V,,,LBK.U-V,,abr.artefact.1268,,,U-V
https://data.cultureelerfgoed.nl/term/id/rn/9701079c-4837-42e3-b665-217e35bd1b60,,,,,Modderman BIII,,,,,,,,LBK.MODBIII,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type BIII wordt de band opgebouwd uit twee of meer parallelle lijnen waartussen meerdere ondiepe haakse kraslijnen zijn aangebracht.",LBK.MODBIII,"Modderman 1970, 112.",abr.artefact.1248,,,MODBIII
https://data.cultureelerfgoed.nl/term/id/rn/b0015375-7319-48cb-a172-7cac04834dc9,,,,,Modderman AIII,,,,,,,,LBK.MODAIII,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type AIII wordt de band opgebouwd uit 2 diepe lijnen waartussen veel ondiepe kraslijnen zijn aangebracht.",LBK.MODAIII,"Modderman 1970, 112.",abr.artefact.1245,,,MODAIII
https://data.cultureelerfgoed.nl/term/id/rn/a3fe7ad0-bd87-4195-9c5f-b2adc27f5d02,,,,,Modderman DII,,,,,,,,LBK.MODDII,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type DII wordt de band opgebouwd uit twee parallelle lijnen waartussen in evenwijdig lopende rijen op regelmatige afstand puntjes zijn aangebracht.",LBK.MODDII,"Modderman 1970, 112.",abr.artefact.1252,,,MODDII
https://data.cultureelerfgoed.nl/term/id/rn/4d90f200-4440-47e5-9c00-3cf938cc7be0,,,,,Modderman CII,,,,,,,,LBK.MODCII,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type CII wordt de band opgebouwd uit twee parallelle lijnen waartussen meerdere parallelle en haakse ondiepe kraslijnen zijn aangebracht. Zo ontstaat een gekruist motief van ondiepe kraslijnen.",LBK.MODCII,"Modderman 1970, 112.",abr.artefact.1250,,,MODCII
https://data.cultureelerfgoed.nl/term/id/rn/9a4d4f8c-6fb7-49a6-8a56-e7cc5faae053,,,,,Lineairbandkeramiek - ruwwandig,,,,,,,,LBK.RUWWAND,,"Productietechniek waarbij de wand van het aardewerk is opgeruwd, met behulp van extra klei, magering of bepaalde versieringstypen. Soms wordt ruwwandig ook gebruikt als term om een baksel mee aan te duiden (Romeins ruwwandig gedraaid aardewerk).",LBK.RUWWAND,,abr.artefact.1265,,,RUWWAND
https://data.cultureelerfgoed.nl/term/id/rn/56e11a3c-5ff0-449a-b999-9b1f7ac29d4b,,,,,Modderman BI,,,,,,,,LBK.MODBI,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type BI wordt de band opgebouwd uit twee of meer parallelle lijnen waartussen een rij van (drie of meer) puntjes is aangebracht.",LBK.MODBI,"Modderman 1970, 112.",abr.artefact.1246,,,MODBI
https://data.cultureelerfgoed.nl/term/id/rn/84e51311-e7cd-4660-b613-749f9407a84e,,,,,Lineairbandkeramiek - lijnopvulling,,,,,,,,LBK.LIJNOPV,,"Preferred term: lijn opvul versiering, zie secundaire versiering.",LBK.LIJNOPV,,abr.artefact.1242,,,LIJNOPV
https://data.cultureelerfgoed.nl/term/id/rn/fb1d7ab4-b477-44ef-ba5f-2f9e57bdde6d,,,,,Modderman CI,,,,,,,,LBK.MODCI,,"Versieringsmotief binnen het LBK-aardewerk, komt voor in banden. Binnen type CI wordt de band opgebouwd uit een groot aantal parallelle lijnen waartussen meerdere haakse lijnen zijn aangebracht. Zo ontstaat een gekruist motief.",LBK.MODCI,"Modderman 1970, 112.",abr.artefact.1249,,,MODCI
https://data.cultureelerfgoed.nl/term/id/rn/6af686cd-7043-4d63-b673-67bf6864bc40,,,,Brunssum-Schinveld geelwit aardewerk,,,,,,,,,BRUNGW,,"Brunssum-Schinveld aardewerk behoort evenals Pingsdorf aardewerk tot het zogenaamde geelwitte aardewerk met beschildering. Brunssum- Schinveld aardewerk wordt ook wel Zuidlimburgs aardewerk genoemd. Beide namen verwijzen naar de productieregio. In tegenstelling tot Pingsdorf aardewerk is het materiaal uit Brunssum en Schinveld voor het overgrote deel handgevormd. Een tweede belangrijk verschil is de toegepaste magering. Deze is bij Brunssum-Schinveld minder goed gesorteerd en grover dan bij Pingasorf aardewerk. Het vormenrepertoire komt in grote lijken wel overeen: bolvormige potten, tuitpotten, bekers, schalen en kommen. Verder komen bijzondere vormen zoals lampen, hoorns, vetvangers en dierfiguren voor. Veel aardewerk is voorzien van verfstrepen. Incidenteel komt loodglazuur en roulettering voor. De productie loopt naadloos over in die van (proto)steengoed. Brussum-Schinveld is geproduceerd tussen de 10e en 13e eeuw.",BRUNGW,,abr.artefact.0351,,,BRUNGW
https://data.cultureelerfgoed.nl/term/id/rn/2fafb20b-255c-44f6-a298-28626d52866a,,,,Michelsberg-aardewerk,,,,,,,,,MK,,"Handgevormd aardewerk dat gemagerd is met kwarts en waarvan de wand in veel gevallen gepolijst is. Versiering ontbreekt op dit type aardewerk. Veel verschillende vormen zijn echter bekend binnen het Michelsberg-aardewerk. Kenmerkend voor het Michelsberg-aardewerk is aardewerk met een kogel- tot eivormige bodem en een naar buiten gebogen, dun uitgetrokken rand (zogenaamde carinatie, de tulpbeker). Verder komen voorraadpotten, kommen, flessen, bakplaten, Töpfe, schalen, napjes en scheplepels voor. In de loop van de MK neemt de diversiteit in het vormenspectrum toe. Daarnaast nemen tulpbekers in frequentie af ten voordele van schotels. Op basis van kleine scherven is het soms lastig onderscheid te maken tussen Stein-aardewerk en Michelsberg-aardewerk.",MK,Schreurs 2005.,abr.artefact.1371,,,MK
https://data.cultureelerfgoed.nl/term/id/rn/448718b8-bd78-4d1b-b313-fa05547d91a1,,,,,"knobbeloor, subcutaan doorboord",,,,,,,,MK.KNOBBELS,,Knobbeloor waarbij de doorboring half in de wand van de pot is aangebracht.,MK.KNOBBELS,Schreurs 2005.,abr.artefact.1372,,,KNOBBELS
https://data.cultureelerfgoed.nl/term/id/rn/d45a20f5-d629-4145-a1b5-0a7a4164634d,,,,,Tupfenleiste,,,,,,,,MK.TUPFENLE,,Versieringstype waarbij vingertopindrukken op de omgeslagen rand van de pot zijn aangebracht.,MK.TUPFENLE,"Scollar 1959, fig. 1.8c.",abr.artefact.1376,,,TUPFENLE
https://data.cultureelerfgoed.nl/term/id/rn/0aa4be04-6c58-4242-a08b-97ea6c31f9ee,,,,,Lochbuckel,,,,,,,,MK.LOCHBUCK,,Versieringstype bestaande uit meerdere relatief brede indrukken onder de rand van het aardewerk waarbij niet de gehele wand doorboord is. Hierdoor ontstaan aan de binnenzijde van de pot uitstulpingen.,MK.LOCHBUCK,Raemaekers 1999.,abr.artefact.1373,,,LOCHBUCK
https://data.cultureelerfgoed.nl/term/id/rn/97090166-d888-40b3-84af-dbcd7068f262,,,,,Schlickrauhung,,,,Michelsberg-aardewerk - besmeten,,,,MK.SCHLICKR,,Versieringstype waarbij natte klei op de wand van de pot wordt aangebracht en zo het oppervlak van de wand opgeruwd wordt.,MK.SCHLICKR,,abr.artefact.1375,,,SCHLICKR
https://data.cultureelerfgoed.nl/term/id/rn/26ea2314-c313-41bd-ad34-d6c6213a551a,,,,,pinprick-versiering,,,,,,,,MK.PINPRICK,,Versieringstype waarbij niet doorgedrukte gaatjes zijn aangebracht in de wand van de pot. Pinprick-versiering komt voornamelijk voor in rijen. Pinprick-versiering wordt geassocieerd met het Midden Neolithicum en de Michelsbergcultuur en de Hazendonk-3 groep.,MK.PINPRICK,"Louwe Kooijmans/Verhart 1990, afb. 19, 2b boven.",abr.artefact.1374,,,PINPRICK
https://data.cultureelerfgoed.nl/term/id/rn/1d9d55de-45bf-4ff6-bcc3-08976023fce9,,,,Terra nigra,,,,,,,,,TNIGRA,,"Reducerend gebakken, gedraaid tafelaardewerk met een doorgaans gepolijst en daardoor glanzend oppervlak. Dit aardewerk wordt tot de Belgische Waar gerekend en is geproduceerd in de Belgische provincies Henegouwen en Namen en het aansluitende Franse gebied. Het vormenspectrum is breed. Terra nigra met een grijze of zwarte 'zachte' sliblaag wordt ook wel als zeepwaar aangeduid.",TNIGRA,"Holwerda 1941; Van Enckevort 2007, 245-378; Hiddink 2010, 59",abr.artefact.2251,,,TNIGRA
https://data.cultureelerfgoed.nl/term/id/rn/7f636c20-eb7e-4907-84a2-b356f2d3aab4,,,,witbakkend geglazuurd aardewerk,,,,,,,,,WIT,,"Witbakkend geglazuurd aardewerk is een verzamelnaam voor al het aardewerk van witbakkende klei dat is voorzien van lood- of tinglazuur. Onder deze groep vallen onder andere Maaslandse waar en Andenne, Saintogne, witbakkend aardewerk uit Langewehe, Hafner waar, Majolica en Faience.T evens vallen hieronder allerlei lokale witbakkende baksels, zoals post-middeleeuwse producten uit Noord Nederland. WItbakkend geglazuurd aardewerk komt voor vanaf de 9e eeuw en wordt tot op heden geproduceerd.",WIT,,abr.artefact.2571,,,WIT
https://data.cultureelerfgoed.nl/term/id/rn/9d96d6f5-ef3a-44c1-bb6f-0614763173a3,,,,Terra rubra,,,,,,,,,TRUBRA,,"Oxiderend gebakken, gedraaid tafelaardewerk met een gepolijst en daardoor oppervlak, dat onder de Belgische Waar valt. Het aardewerk is voor het bakken vaak geheel of gedeeltelijk van een engobe voorzien. Holwerda rekent alleen de bakjes en borden tot deze categorie.",TRUBRA,"Holwerda 1941; Van Enckevort 2007, 245-378; Hiddink 2010, 60",abr.artefact.2366,,,TRUBRA
https://data.cultureelerfgoed.nl/term/id/rn/f9c4e8e1-4f8f-46c0-aed4-a75dda88ee60,,,,Noordfrans geelwitbakkend,,,,,,,,,NFR,,"Verzamelnaam voor een grote groep aardewerk uit Noord-Frankrijk, waaronder Steengoed uit Normadie, witbakkende Martincamp waar en Beauvais waar, bestaande uit steengoed en witbakkend aardewerk. Het Normadische steengoed is paarsbruin van kleur en al dan niet voorzien van zoutglazuur. Vormen bestaan uit schaaltjes met golfranden, grote wijdmondige kannen met golfranden en een oor en engmondige potten  met horizontale oren op de schouders. Datering: vanaf het midden van de 14e eeuw. Martincamp waar is vervaardigd van witbakkende klei. Veel potten zijn voorzien van slib en loodglazuur waaraan metaaloxiden zijn toegevoegd (Martincamp slipwaar). Daarnaast komen potten met vlekken asglazuur voor.  Versiering in de vorm van geometrische motieven of bloemmotieven en incidenteel voorstellingen van paarden en hanen.  Voorkomende vormen zijn pilvromige flessen, borden. Sommige producten uit Martincamp lijken sterk op die uit Beauvais. In Beauvais is zowel steengoed als witbakkend aardewerk geproduceerd. Het lichtgrijze steengoed laat zich qua baksel niet van dat uit Siegburg onderscheiden. Een van de belangrijkste verschillen met materiaal uit Sieburg is het voorkomen van vlakke bodem. Ook de typen zijn anders - bekers met of zonder oor in allerlei vormen en  kannen met oor-  hoewel gepoogd is de Siegburgvormen te copieren. Het materiaal van witbakkend aardewerk is deels in mallen gemaakt, deels op de draaischijf vervaardigd. De meeste stukken hebben een kleur loodglazuur (groen, geel of bruin), hoewel de binnenkant vaak een andere kleur heeft dan de buitenkant. Voorkomende vormen: borden, schotels, albarello's, comforen, kannen, lfluitjes, vazen en (veld)flessen. Versiering in de mal gemaakte medaillons en heraldische tekens. Verder vooral op borden en schotels toepassing van sgrafitto-techniek, in de vorm van geometrische motieven, plant- en dierfiguren, wapenschilden en monigrammen, al dan niet met een geometrische randversiering of randschrift. Beauvais waar is in de periode  late 15e - 17e eeuw geproduceerd.",NFR,,abr.artefact.1478,,,NFR
https://data.cultureelerfgoed.nl/term/id/rn/fe1892bc-f458-423e-bdc9-b1a540bfbc9d,,,,Vlaardingen-aardewerk,,,,,,,,,VL,,"Dikwandig handgevormd aardewerk, oker tot donker grijsbruin/zwart van kleur en voornamelijk gemagerd met kwarts. Potten kennen in veel gevallen een S-profiel of meer emmervormig. Versieringstypen kunnen randperforaties en knobbeloren zijn. Vlaardingen-aardewerk wordt gedateerd in het Laat Neolithicum-A en gerekend tot de Vlaardingen-groep. Vlaardingen-aardewerk komt voor in West-Nederland en het Centraal Nederlands Rivierengebied. In veel gevallen is het lastig onderscheid te maken tussen Vlaardingen-aardewerk en Stein-aardewerk.",VL,Glasbergen et al 1967; Verhart 2010.,abr.artefact.2486,,,VL
https://data.cultureelerfgoed.nl/term/id/rn/aff48114-7fd4-431e-8c27-0bc8da74941a,,,,,Vlaardingen-aardewerk - randperforaties,,,,,,,,VL.RANDPERF,,"Indruk onder de rand van het aardewerk. Voornamelijk in de vorm van een complete doorboring, maar ook ondoorboorde indrukken komen voor. Soms is aardewerk voorzien van een reeks perforaties onder de rand.",VL.RANDPERF,Glasbergen et al 1967.,abr.artefact.2488,,,RANDPERF
https://data.cultureelerfgoed.nl/term/id/rn/444bb4c1-a0a9-4447-bf4c-01cb67f5e3c9,,,,,Vlaardingen-aardewerk:emmervormig,,,,,,,,VLEMMER,,Vorm van Vlaardingen-aardewerk met 1-ledig of zwak 2-ledig profiel.,VLEMMER,"Glasbergen et al 1967; White 1985, fig. 18.",abr.artefact.2494,,,VLEMMER
https://data.cultureelerfgoed.nl/term/id/rn/3ca8f8af-4a41-4927-929b-9265359b8dfd,,,,,Vlaardingen-aardewerk - knobbeloor,,,,,,,,VL.KNOBBEL,,"Oor, aangezet op de hals of schouder van aardewerk, soms voorzien van één of meerdere doorboringen.",VL.KNOBBEL,Glasbergen et al 1967.,abr.artefact.2487,,,KNOBBEL
https://data.cultureelerfgoed.nl/term/id/rn/83abeeff-e460-4ef0-ba03-022505b24c1b,,,,Angelsaksisch handgevormd aardewerk,,,,,,,,,ASA,,"Angelsaksich aardewerk is een verzamelnaam voor vroegmiddeleeuws handgevormd reducerend gebakken aardewerk. De meest voorkomende vorm is een pot met een vrij brede buitomvang en een relatief smalle hals en bodem. Ook schaalvormen komen voor. Bodems zijn plat of voorzien van een standring. De magering varieert van fijn zand tot matig grof steengruis. De meeste potten zijn aan de buitenzijde geglad of gepolijst. Veel potten zijn versierd met lijnen of stempelindrukken, vaak gecombineerd met verdikkingen of knobbels (Buckelurne of Rippengefäse). Angelsaksich aardewerk ie vervaardigd in Noorwest Duitsland, Nederland en de Britse eilanden. Het materiaal dateert uit de periode ca. 450-600. Verwante vormen als  Rippengefäse komen tot in de 7e eeuw voor.",ASA,,abr.artefact.0101,,,ASA
https://data.cultureelerfgoed.nl/term/id/rn/3870fb16-aee2-4e64-86a8-248fec1d05ee,,,,"uslarien aardewerk, handgevormd",,,,,,,,,USLARIEN,,,USLARIEN,,abr.artefact.2456,,,USLARIEN
https://data.cultureelerfgoed.nl/term/id/rn/4b968f23-613e-4efd-ae8b-6f4c0068b3fd,,,,Engels ('creamware/blackware/pearlware'),,,,,creamware,blackware,pearlware,,ENGELS,,"Engels aardewerk is een verzamelnaam voor verschillende producten uit Engelse produtiecentra. Rond 1750 slaagden pottenbakkers in Staffordshire erin cremekleurig aardewerk te produceren. Cremeware bleef populair tot het miden van de 19e eeuw. Cream ware is ook bekend als Tortoiseshellware or Prattware afhankelijk van de kleur van het glazuur. De bekendste producent van creamware was Josiah Wedgwood. Rond 1779 slaagde hij er door toevoeging van cobalt aan het glazuur erin de cremekleur te veranderen in witte kleur.  Wedgwood verkocht deze waar onder de naam pearl ware. Pearl ware is op verschillelde plaatsen geimiteerd. Voorkomende vormen zijn onder andere borden, schalen, schotels, terrines, sauskommen, kop en schotels etc.",ENGELS,,abr.artefact.0457,,,ENGELS
https://data.cultureelerfgoed.nl/term/id/rn/81e5a9da-b8ee-4369-b3ad-4f9d5a44a322,,,,streepband-aardewerk,,,,,Ruinen-Wommels IV,,,,STB,,"Handgevormd aardewerk, veelal reducerend gebakken, met een, 1-ledig laag profiel, of 2-ledig of 3-ledig hoog profiel, en voornamelijk voorkomend in Noord en Oost Nederland. Streepband-aardewerk wordt gekenmerkt door het voorkomen van streepband-versiering",STB,Taayke 1996,abr.artefact.2103,,,STB
https://data.cultureelerfgoed.nl/term/id/rn/63643b91-d736-43c5-bc36-b71c313570d5,,,,,"streepband-aardewerk:1-ledig, lage vorm",,,,,,,,STBPRF1L,,Vorm van streepband-aardewerk met een 1-ledig profiel en een lage vorm.,STBPRF1L,Taayke 1996,abr.artefact.2104,,,STBPRF1L
https://data.cultureelerfgoed.nl/term/id/rn/1ae3631b-36bf-4811-bb01-808e80dbd564,,,,,"streepband-aardewerk:3-ledig, hoge vorm",,,,,,,,STBPRF3H,,Vorm van streepband-aardewerk met een 3-ledig profiel en een hoge vorm.,STBPRF3H,Taayke 1996,abr.artefact.2105,,,STBPRF3H
https://data.cultureelerfgoed.nl/term/id/rn/2e4937bb-f40e-408a-ae07-01a678aea857,,,,porselein,,,,,,,,,PORSELEI,,"Porselein wordt gemaakt van kaolienklei en bij een oventemperatuur van minimaal 1400 graden gebakken. Hierdoor wordt het zeer hard en doorschijnend. Porcelein is in de Tangdynatsie in China ontwikkeld. Vanaf de late 16e eeuw werd het door koopvaarders in onze streken geintroduceerd. Het oudste geimporteerde porselein, het zogenaamde Kraakporcelein werd door de Portugezen met zogenaamde Kraken aangevoerd. Later werd voor porselein in opdracht van Europeanen in China geproduceerd; het zogenaamde Chine de commande. Aangezien het porselein zeer kostbaar was en er door politieke strubbelingen problemen waren met de aanvoer, werd er van alles aan gedaan om dit materiaal na te maken, bijvoorbeeld door de ontwikkeling van faience en door te experimenteren met klei met dezelfde eigenschappen als de kaolienklei.  Vanaf de 18e eeuw lukte het ook op verschillende plaatsen in Europa om porselein te maken, onder andere in het Franse Sevres, het Duitse Meissen, het Engelse Chelsea en Wourcester  en het Nederlandse Loosdrecht.  Voorkomende vormen zijn  vooral borden en schotels, maar ook complete serviezen, kommetjes, vazen, beelden etc. Porcelein is meestal gedecoreerd (anders Chineb blanc) met blauwe verf of polychrome beschildering. Porselein wordt nog steeds op verschillende plaatsen gemaakt.",PORSELEI,,abr.artefact.1592,,,PORSELEI
